Why is weather important to flight planning?,"It affects visibility, safety, and aircraft performance",Air Activities Level 5
Name one weather condition that can make flying dangerous.,Thunderstorms or icing,Air Activities Level 5
What type of clouds are dangerous for flying?,Cumulonimbus clouds,Air Activities Level 5
Why are birds near airfields a hazard?,They can strike aircraft and damage engines,Air Activities Level 5
What should you do if you see birds on the runway?,Inform ATC or airfield control,Air Activities Level 5
What are the main components of a drone?,"Frame, power system, control system, propulsion",Air Activities Level 5
What is the function of a drone’s control system?,To manage movement and stabilisation,Air Activities Level 5
Why must drone pilots follow airspace regulations?,To prevent collisions and protect privacy,Air Activities Level 5
What kind of engine uses jet propulsion?,A jet engine,Air Activities Level 5
What kind of engine uses cylinders and pistons?,A piston engine,Air Activities Level 5
What are gas turbines used for in aviation?,They generate power for jet engines,Air Activities Level 5
What is a rocket engine’s main difference from a jet engine?,It carries its own oxygen for combustion,Air Activities Level 5
Why is it important to understand engine components?,To recognise faults and improve safety knowledge,Air Activities Level 5
What is FOD management’s main goal?,To keep aircraft and airfields clear of debris,Air Activities Level 5
How can pilots and ground crew reduce FOD risk?,By inspecting runways and cleaning debris,Air Activities Level 5
What kind of job might someone at an airfield do?,"Air traffic controller, engineer, or ground crew",Air Activities Level 5
Why should Scouts visit airfields or control towers?,To learn from aviation professionals,Air Activities Level 5
How does wind direction affect take-off?,Planes usually take off into the wind for better lift,Air Activities Level 5
What is the role of ailerons on a plane?,They control the aircraft’s roll,Air Activities Level 5
What do elevators control on a plane?,The pitch or up/down movement,Air Activities Level 5
What does the rudder control?,The yaw or left/right direction,Air Activities Level 5
Why should weather forecasts be checked before flight?,To avoid unsafe flying conditions,Air Activities Level 5
What is the cockpit instrument that shows attitude relative to the horizon?,Artificial horizon,Air Activities Level 5
What is an example of an avionics system?,Radio or transponder,Air Activities Level 5
What should you always do after a flight?,Debrief and review for safety and learning,Air Activities Level 5
What is the phonetic word for the letter A?,Alpha,Air Activities Level 5
What is the phonetic word for the letter B?,Bravo,Air Activities Level 5
What is the phonetic word for the letter C?,Charlie,Air Activities Level 5
What is the phonetic word for the letter D?,Delta,Air Activities Level 5
What is the phonetic word for the letter E?,Echo,Air Activities Level 5
What is the phonetic word for the letter F?,Foxtrot,Air Activities Level 5
What is the phonetic word for the letter G?,Golf,Air Activities Level 5
What is the phonetic word for the letter H?,Hotel,Air Activities Level 5
What is the phonetic word for the letter I?,India,Air Activities Level 5
What is the phonetic word for the letter J?,Juliet,Air Activities Level 5
What is the phonetic word for the letter K?,Kilo,Air Activities Level 5
What is the phonetic word for the letter L?,Lima,Air Activities Level 5
What is the phonetic word for the letter M?,Mike,Air Activities Level 5
What is the phonetic word for the letter N?,November,Air Activities Level 5
What is the phonetic word for the letter O?,Oscar,Air Activities Level 5
What is the phonetic word for the letter P?,Papa,Air Activities Level 5
What is the phonetic word for the letter Q?,Quebec,Air Activities Level 5
What is the phonetic word for the letter R?,Romeo,Air Activities Level 5
What is the phonetic word for the letter S?,Sierra,Air Activities Level 5
What is the phonetic word for the letter T?,Tango,Air Activities Level 5
What is the phonetic word for the letter U?,Uniform,Air Activities Level 5
What is the phonetic word for the letter V?,Victor,Air Activities Level 5
What is the phonetic word for the letter W?,Whiskey,Air Activities Level 5
What is the phonetic word for the letter X?,X-ray,Air Activities Level 5
What is the phonetic word for the letter Y?,Yankee,Air Activities Level 5
What is the phonetic word for the letter Z?,Zulu,Air Activities Level 5
What is the phonetic spelling of the word 'SCOUT'?,Sierra Charlie Oscar Uniform Tango,Air Activities Level 5
What is the phonetic spelling of 'AIR'?,Alpha India Romeo,Air Activities Level 5
What is the phonetic spelling of 'RADIO'?,Romeo Alpha Delta India Oscar,Air Activities Level 5
What is the phonetic spelling of 'NZ'?,November Zulu,Air Activities Level 5
Spell 'TEAM' using the phonetic alphabet.,Tango Echo Alpha Mike,Air Activities Level 5
Spell 'CODE' using the phonetic alphabet.,Charlie Oscar Delta Echo,Air Activities Level 5
Spell 'RUNWAY' using the phonetic alphabet.,Romeo Uniform November Whiskey Alpha Yankee,Air Activities Level 5
Spell 'FLIGHT' using the phonetic alphabet.,Foxtrot Lima India Golf Hotel Tango,Air Activities Level 5
Spell 'CHECK' using the phonetic alphabet.,Charlie Hotel Echo Charlie Kilo,Air Activities Level 5
What word represents the letter J in the phonetic alphabet?,Juliet,Air Activities Level 5
What word represents the letter Q in the phonetic alphabet?,Quebec,Air Activities Level 5
What word represents the letter X in the phonetic alphabet?,X-ray,Air Activities Level 5
"If your call sign is 'ZK-ABC', how would you read it phonetically?",Zulu Kilo Alpha Bravo Charlie,Air Activities Level 5
Why is the phonetic alphabet used in aviation?,To make radio communication clear and avoid confusion,Air Activities Level 5
What is 'Mayday' used for in radio calls?,It signals a life-threatening emergency,Air Activities Level 5
What is 'Pan-Pan' used for in radio calls?,It signals an urgent but not life-threatening situation,Air Activities Level 5
What should you say if you don’t understand a radio message?,Say 'Say again',Air Activities Level 5
How should numbers be spoken on radio?,Each digit separately (e.g. 'Tree Fife' for 35),Air Activities Level 5
What is the correct way to say 9 on radio?,Niner,Air Activities Level 5
What is the correct way to say 3 on radio?,Tree,Air Activities Level 5
What is the correct way to say 5 on radio?,Fife,Air Activities Level 5
What is the correct way to say 0 on radio?,Zero (pronounced Zee-roh),Air Activities Level 5
What should you say after transmitting your call sign?,Over' to indicate you’re ready for a reply,Air Activities Level 5
What should you say when you have finished a radio conversation?,Out',Air Activities Level 5
What is the meaning of 'Roger'?,Message received and understood,Air Activities Level 5
What is the meaning of 'Wilco'?,Will comply with your instructions,Air Activities Level 5
What phrase means to cancel a previous transmission?,Disregard,Air Activities Level 5
